Epoch,Symptom,Precision,Recall,F1,AUROC
1,pain,0.0,0.0,0.0,0.5818181818181819
1,fever,0.3333333333333333,0.5,0.4,0.8571428571428572
1,cough,0.3,1.0,0.46153846153846156,0.8717948717948718
1,confusion,1.0,0.25,0.4,0.875
1,seizure,0.5,0.5,0.5,0.8928571428571428
2,pain,1.0,0.2,0.3333333333333333,0.7818181818181819
2,fever,0.6666666666666666,1.0,0.8,1.0
2,cough,0.42857142857142855,1.0,0.6,0.9743589743589745
2,confusion,1.0,0.5,0.6666666666666666,0.9375
2,seizure,0.6666666666666666,1.0,0.8,1.0
3,pain,0.6666666666666666,0.4,0.5,0.8363636363636364
3,fever,1.0,1.0,1.0,1.0
3,cough,0.5,1.0,0.6666666666666666,0.9743589743589745
3,confusion,1.0,0.75,0.8571428571428571,1.0
3,seizure,1.0,1.0,1.0,1.0
4,pain,0.6666666666666666,0.4,0.5,0.8727272727272728
4,fever,1.0,1.0,1.0,1.0
4,cough,0.5,1.0,0.6666666666666666,0.9743589743589745
4,confusion,1.0,0.75,0.8571428571428571,1.0
4,seizure,1.0,1.0,1.0,1.0
5,pain,0.8,0.8,0.8,0.8909090909090909
5,fever,1.0,1.0,1.0,1.0
5,cough,0.75,1.0,0.8571428571428571,0.9743589743589745
5,confusion,1.0,0.75,0.8571428571428571,1.0
5,seizure,1.0,1.0,1.0,1.0
